IMG\center_2019_07_29_11_09_15_030.jpg,IMG\left_2019_07_29_11_09_15_030.jpg,IMG\right_2019_07_29_11_09_15_030.jpg,0,0,0,9.991812E-06
IMG\center_2019_07_29_11_09_15_104.jpg,IMG\left_2019_07_29_11_09_15_104.jpg,IMG\right_2019_07_29_11_09_15_104.jpg,0,0,0,1.371166E-05
IMG\center_2019_07_29_11_09_15_182.jpg,IMG\left_2019_07_29_11_09_15_182.jpg,IMG\right_2019_07_29_11_09_15_182.jpg,0,0.1137509,0,0.02327666
IMG\center_2019_07_29_11_09_15_255.jpg,IMG\left_2019_07_29_11_09_15_255.jpg,IMG\right_2019_07_29_11_09_15_255.jpg,0,0.348205,0,0.3043568
IMG\center_2019_07_29_11_09_15_334.jpg,IMG\left_2019_07_29_11_09_15_334.jpg,IMG\right_2019_07_29_11_09_15_334.jpg,0,0.5857984,0,0.7404048
IMG\center_2019_07_29_11_09_15_408.jpg,IMG\left_2019_07_29_11_09_15_408.jpg,IMG\right_2019_07_29_11_09_15_408.jpg,0,0.7706547,0,1.275215
IMG\center_2019_07_29_11_09_15_477.jpg,IMG\left_2019_07_29_11_09_15_477.jpg,IMG\right_2019_07_29_11_09_15_477.jpg,0,1,0,2.156935
IMG\center_2019_07_29_11_09_15_547.jpg,IMG\left_2019_07_29_11_09_15_547.jpg,IMG\right_2019_07_29_11_09_15_547.jpg,0,1,0,2.870425
IMG\center_2019_07_29_11_09_15_621.jpg,IMG\left_2019_07_29_11_09_15_621.jpg,IMG\right_2019_07_29_11_09_15_621.jpg,0,1,0,3.807233
IMG\center_2019_07_29_11_09_15_690.jpg,IMG\left_2019_07_29_11_09_15_690.jpg,IMG\right_2019_07_29_11_09_15_690.jpg,0,1,0,4.743243
IMG\center_2019_07_29_11_09_15_763.jpg,IMG\left_2019_07_29_11_09_15_763.jpg,IMG\right_2019_07_29_11_09_15_763.jpg,0,1,0,5.439672
